"Inw","Industry Name","Industry Colour","Regional Office","Inw Dt","Inw Type","Inw Status","Insp ID","Grt Dt","Consent No","Uploaded Doc","Validity","e_outwardval"
"16689","29603-Cauvery Heart & Multi-speciality Hospital","Orange","MY1","08/08/16","CfO-Renewal","Granted","85341","11/08/16","AW-300761","AW-300761","30/09/21","1928--11/08/2016"
"17279","30763-Hiranmayi Granite And Minerals Pvt Ltd","Green","KPL","11/08/16","CfO-Renewal","Granted","85403","11/08/16","W-102874","W-102874","31/12/26","1927--11/08/2016"
"12889","16480-Godrej & Boyce Mfg. Co.Ltd.,","Orange","BR3","28/03/16","CfO-Renewal","Granted","84621","11/08/16","AW-300760","AW-300760","30/09/20","1926--11/08/2016"
"17261","30681-M\s Umar Industries","Green","HAS","11/08/16","CfE-Fresh","Granted","85402","11/08/16","CTE-102873","CTE-102873","10/08/21","1925--11/08/2016"
"13191","10360-A K P Ferrocast Pvt Ltd","Orange","BE1","27/07/16","CfO-Renewal","Granted","85116","11/08/16","AW-300759","AW-300759","26/07/21","1924--11/08/2016"
"16130","10601-Abhishek Alloys Pvt Ltd","Orange","BE1","02/08/16","CfO-Renewal","Granted","85244","11/08/16","AW-300758","AW-300758","01/08/21","1923--11/08/2016"
"15221","29358-Swastik Associates","Orange","BR3","03/06/16","CfO-Fresh","Granted","84623","11/08/16","AW-300757","AW-300757","30/09/20","1922--11/08/2016"
"16427","12948-Disa India Limited","Orange","BR1","25/07/16","CfO-Renewal","Granted","85033","11/08/16","AWH-300756","AWH-300756","30/09/21","1921--11/08/2016"
"15581","10378-Shanti Foumach Pvt Ltd","Orange","BE1","18/07/16","CfO-Renewal","Granted","84886","11/08/16","AW-300755","AW-300755","17/07/21","1920--11/08/2016"
"16719","30249-Maruti Plastic Industry","Orange","BE1","27/07/16","CfE-Fresh","Granted","85125","11/08/16","CTE-300754","CTE-300754","26/07/21","1919--11/08/2016"
"17025","19180-Patson Agencies","Orange","BE1","30/07/16","CfO-Renewal","Granted","85210","11/08/16","AWH-300753","AWH-300753","29/07/21","1918--11/08/2016"
"17024","30602-Patson Motors Pvt. Ltd.,","Orange","BE1","30/07/16","CfO-Fresh","Granted","85207","11/08/16","AWH-300752","AWH-300752","29/07/21","1917--11/08/2016"
"15522","29277-Bellad Enterprises Pvt Ltd","Orange","BE1","30/07/16","CfO-Renewal","Granted","85208","11/08/16","AW-300751","AW-300751","29/07/19","1916--11/08/2016"
"16570","29510-Pavithra Aqua (Private) Limited","Green","MY2","29/07/16","CfO-Renewal","Granted","85171","11/08/16","W-102872","W-102872","31/12/25","1915--11/08/2016"
"17264","30748-Lavina Rocks","Green","CKB","10/08/16","CfE-Fresh","Granted","85394","10/08/16","CTE-102871","CTE-102871","09/08/18","1914--10/08/2016"
"17008","30556-Lovable Lingerie Ltd","Green","RMN","10/08/16","CfE-Fresh","Granted","85391","10/08/16","CTE-102870","CTE-102870","09/08/19","1913--10/08/2016"
"16837","30164-TM Granites","Green","RMN","10/08/16","CfO-Renewal","Granted","85375","10/08/16","W-102869","W-102869","31/12/25","1912--10/08/2016"
"16839","30256-Kiran Granites & Exports","Green","RMN","10/08/16","CfO-Fresh","Granted","85387","10/08/16","W-102868","W-102868","31/12/25","1911--10/08/2016"
"16952","30500-H.M.S.Scrap Dealers","Green","BR3","06/08/16","CfE-Fresh","Granted","85313","10/08/16","CTE-102867","CTE-102867","05/08/21","1910--10/08/2016"
"14893","29098-Premier Health Care","Orange","B05","28/05/16","CfO-Fresh","Granted","84125","10/08/16","AW-300750","AW-300750","30/09/18","1909--10/08/2016"
"16399","17681-Prerana Health Care","Orange","B05","27/07/16","CfO-Renewal","Granted","85094","10/08/16","AW-300749","AW-300749","30/09/20","1908--10/08/2016"
"16746","30206-Navayuga Engineering Company Ltd","Orange","B08","08/08/16","CfO-Renewal","Granted","85338","10/08/16","AW-300748","AW-300748","07/08/21","1907--10/08/2016"
"15842","28938-Manjushree Industries","Orange","DVG","02/07/16","CfE-Fresh","Granted","84765","10/08/16","CTE-300747","CTE-300747","01/07/21","1906--10/08/2016"
"15866","10526-City Central Hospital Pvt Ltd.,","Orange","DVG","20/07/16","CfO-Renewal","Granted","84952","10/08/16","AW-300746","AW-300746","30/09/21","1905--10/08/2016"
"14522","10286-Ace Designers Limited","Red","B11","04/05/16","CfO-Renewal","Rejected","83672","10/08/16","AW-Rejected","AW-Rejected","",""
"16549","30201-Daily Bread Gourment Goods India Pvt Ltd","Green","B02","06/08/16","CfO-Fresh","Granted","85323","10/08/16","AW-102866","AW-102866","31/12/25","1904--10/08/2016"
"17128","30512-Om Industries","Green","B06","09/08/16","CfO-Fresh","Granted","85360","09/08/16","W-102865","W-102865","31/12/99","1903--09/08/2016"
"15030","29222-Bharath Silks","Green","B02","06/08/16","CfO-Fresh","Granted","85307","09/08/16","AW-102864","AW-102864","31/12/25","1902--09/08/2016"
"12870","27449-Gururaja Glass Works","Green","BR3","20/04/16","CfO-Fresh","Granted","83397","09/08/16","W-102863","W-102863","31/12/20","1901--09/08/2016"
"14403","19585-Bharat Heavy Electricals Ltd- Solar Business Division","Orange","B04","23/04/16","CfO-Renewal","Granted","83460","09/08/16","AWH-300745","AWH-300745","30/06/17","1900--09/08/2016"
"17190","25799-Gera Auto Industries Pvt. Ltd., Unit-II","Green","BR3","08/08/16","CfO-Fresh","Granted","85349","09/08/16","AW-102862","AW-102862","31/12/25","1899--09/08/2016"
"16221","26715-Vashkleen Laundry Services Private Limited,","Orange","B10","19/07/16","CfO-Re Apply","Granted","84927","09/08/16","AW-300744","AW-300744","30/09/20","1898--09/08/2016"
"13084","11837-Kerry Ingredients India Pvt. Ltd.","Orange","B10","19/07/16","CfE-Expand","Granted","84914","09/08/16","CTE-300743","CTE-300743","30/09/21","1897--09/08/2016"
"15870","29729-Kht Agencies (P) Limited","Orange","B10","19/07/16","CfE-Fresh","Granted","84934","09/08/16","CTE-300742","CTE-300742","18/07/21","1896--09/08/2016"
"16237","13345-Super Chem Finishers","Red","B06","28/06/16","CfO-Renewal","Granted","84745","09/08/16","AW-300741","AW-300741","30/06/21","1895--09/08/2016"
"16537","30182-Ms.V.D.B Projects (P) Ltd","Orange","BR1","27/07/16","CfO-Renewal","Granted","85086","09/08/16","A-300740","A-300740","30/09/16","1894--09/08/2016"
"17088","30637-Mega International","Green","B06","09/08/16","CfE-Fresh","Granted","85350","09/08/16","CTE-102861","CTE-102861","08/08/18","1893--09/08/2016"
"15659","29312-M/s., B.R. Ganapathi Singh of M/s., Sri Shankareshwara Mining Industry","Red","TMK","25/06/16","CfO-Renewal","Granted","84591","09/08/16","AW-300739","AW-300739","30/06/21","1892--09/08/2016"
"15684","29319-Trishyiraya Recycling India Pvt, Ltd., (Srs)","Green","BR2","28/07/16","CfO-Fresh","Granted","85148","09/08/16","W-102860","W-102860","31/12/25","1891--09/08/2016"
"16463","30162-Ramalingam Construction Co. Pvt. Ltd.,","Orange","CKB","27/07/16","CfO-Fresh","Granted","85106","09/08/16","AW-300738","AW-300738","03/07/17","1890--09/08/2016"
"16938","28567-J.S.R. Construction Private Limited","Orange","KLR","01/08/16","CfO-Fresh","Granted","85234","09/08/16","AW-300737","AW-300737","30/09/17","1889--09/08/2016"
"16366","29250-Umesh Stone Crusher","Orange","RMN","05/07/16","CfO-Renewal","Granted","84900","09/08/16","A-300736","A-300736","30/09/21","1888--09/08/2016"
"15984","29683-Uma Maheshwari Stone And Sand Manufacturers","Orange","RMN","19/07/16","CfO-Renewal","Granted","84899","09/08/16","A-300735","A-300735","30/09/21","1887--09/08/2016"
"15756","28913-Oriental Quarries And Mines Pvt. Ltd","Orange","RMN","19/07/16","CfO-Renewal","Granted","84907","09/08/16","A-300734","A-300734","30/09/21","1886--09/08/2016"
"15767","29553-United Infra Minerals Pvt Ltd, Sy No.26/2,Uragahalli village,Bidadi(H),Ramanagar","Orange","RMN","19/07/16","CfO-Renewal","Granted","84905","09/08/16","AW-300733","AW-300733","30/09/21","1885--09/08/2016"
"15811","28520-Sri Chowdeshwari Industries","Orange","RMN","05/07/16","CfO-Renewal","Granted","84901","09/08/16","AW-300732","AW-300732","30/09/21","1884--09/08/2016"
"16625","30184-S.L.R Stone Crusher( Formerly D.M.K Stone Crusher","Orange","RMN","30/07/16","CfO-Renewal","Granted","85201","09/08/16","AW-300731","AW-300731","30/09/21","1883--09/08/2016"
"16394","29662-Crs Stone Crusher","Orange","RMN","04/08/16","CfO-Renewal","Granted","85273","09/08/16","A-300730","A-300730","30/09/21","1882--09/08/2016"
"15093","10613-Ms. Yeshashvi Steels and Alloys Pvt. Ltd.","Red","BLY","04/06/16","CfO-Renewal","Granted","84312","08/08/16","AWH-300729","AWH-300729","30/06/21","1881--08/08/2016"
"16991","30587-New Amrutha Medical And Research Centre(Raichur) Private Limited","Orange","RCH","29/07/16","CfO-Fresh","Granted","85175","08/08/16","W-300728","W-300728","28/07/21","1880--08/08/2016"
"15939","28256-Hindustan Stone Crusher","Orange","RCH","01/07/16","CfO-Re Apply","Granted","84731","08/08/16","AW-300727","AW-300727","30/06/21","1879--08/08/2016"
"15989","29798-Drn Infrastructure Engineers & Contractor,Stone Crusher","Orange","RCH","23/06/16","CfO-Renewal","Granted","84749","08/08/16","AW-300726","AW-300726","30/06/17","1878--08/08/2016"
"16787","30395-Prakruthi Powder Coating","Green","B05","08/08/16","CfO-Fresh","Granted","85331","08/08/16","AW-102859","AW-102859","31/12/25","1877--08/08/2016"
"16571","28870-Blue Ocean Solutions & Services Pvt. Ltd","Green","B04","08/08/16","CfO-Fresh","Granted","85334","08/08/16","AW-102858","AW-102858","31/12/25","1876--08/08/2016"
"14900","28587-Bharath Hospital & Institute Of Oncology","Orange","MY1","29/07/16","CfO-Renewal","Granted","85188","08/08/16","AW-300725","AW-300725","30/09/21","1875--08/08/2016"
"16077","29854-Rishi Fibc Solutions Pvt Ltd.,","Green","MY2","03/08/16","CfE-Fresh","Granted","85259","08/08/16","CTE-102857","CTE-102857","30/09/20","1874--08/08/2016"
"17171","29530-Sri Shankar Hi-Tech Industries","Orange","RCH","06/08/16","CfO-Fresh","Granted","85330","07/08/16","W-102856","W-102856","31/12/25","1873--07/08/2016"
"12881","27378-Town Muncipal Council","Red","YDG","11/02/16","CfO-Fresh","Rejected","82413","06/08/16","AW-AW-300438Rejected","AW-AW-300438Rejected","",""
"16929","30533-Vignesh Engineers Pvt. Ltd","Green","RMN","03/08/16","CfE-Fresh","Granted","85325","06/08/16","CTE-102855","CTE-102855","02/08/19","1872--06/08/2016"
"16789","30373-Metro Cash & Carry India Private Limited","Green","B09","29/07/16","CfO-Fresh","Granted","85265","06/08/16","AWH-102854","AWH-102854","31/12/25","1871--06/08/2016"
"16444","29652-Mpee Kitchenette Pvt Ltd","Green","B02","28/07/16","CfO-Fresh","Granted","85155","06/08/16","AW-102853","AW-102853","31/12/26","1870--06/08/2016"
"15582","29555-Kids Clinic India Limited, Cloudnine Hospital","Orange","B07","05/08/16","CfE-Fresh","Granted","85303","06/08/16","CTE-300724","CTE-300724","05/08/21","1869--06/08/2016"
"16736","30244-Smka Enterprises","Green","RMN","20/07/16","CfO-Fresh","Granted","85242","06/08/16","AW-102852","AW-102852","31/12/25","1868--06/08/2016"
"13771","16188-Republic Hospital,","Orange","B03","08/06/16","CfO-Renewal","Granted","85068","06/08/16","AW-300723","AW-300723","30/09/20","1867--06/08/2016"
"16259","29706-Narasipura Auto Components Pvt. Ltd","Orange","RMN","29/07/16","CfE-Fresh","Granted","85179","06/08/16","CTE-300722","CTE-300722","05/08/21","1866--06/08/2016"
"16374","30161-Manjunatha Stone Crusher","Orange","RMN","19/07/16","CfO-Renewal","Granted","84906","06/08/16","A-300721","A-300721","30/09/21","1865--06/08/2016"
"17147","30684-Sri Sadhu Cotton Ginning And Pressing Factory","Green","RCH","06/08/16","CfO-Fresh","Granted","85305","06/08/16","W-102851","W-102851","31/12/25","1864--06/08/2016"
"15901","10231-Shahi Exports Pvt Ltd","Orange","B07","28/07/16","CfO-Expand","Granted","85162","06/08/16","AWH-300720","AWH-300720","30/09/16","1863--06/08/2016"
"16239","29915-Grand Aggregates","Orange","RMN","19/07/16","CfO-Renewal","Granted","84904","06/08/16","A-300719","A-300719","30/09/21","1862--06/08/2016"
"17014","30225-Vishnu Stone Crusher","Orange","RMN","01/08/16","CfO-Renewal","Granted","85215","06/08/16","A-300718","A-300718","30/09/21","1861--06/08/2016"
"16281","29707-Sri Lakshmi Venkateshwara Stone Crusher","Orange","RMN","28/07/16","CfO-Renewal","Granted","85129","06/08/16","AW-300717","AW-300717","30/09/21","1860--06/08/2016"
"16254","29765-Anu Stone Crusher","Orange","RMN","05/07/16","CfO-Renewal","Granted","84903","06/08/16","A-300716","A-300716","30/09/21","1859--06/08/2016"
"16249","29718-Kmc Stone Crusher","Orange","RMN","19/07/16","CfO-Renewal","Granted","84908","05/08/16","AW-300715","AW-300715","30/09/21","1858--05/08/2016"
"15073","15490-Mahadev Enterprises (Formerly Known As Mahadev Rolling Industries)","Orange","DHW","14/06/16","CfO-Renewal","Granted","85043","05/08/16","AW-300714","AW-300714","13/06/21","1857--05/08/2016"
"17156","28205-M\s Cleanmax Harsha Solar Llp","Green","TMK","05/08/16","CfO-Fresh","Granted","85298","05/08/16","W-102850","W-102850","31/12/25","1856--05/08/2016"
"15763","29672-New Lg Powers","Orange","B06","16/06/16","CfO-Fresh","Granted","84509","05/08/16","W-300713","W-300713","30/09/20","1855--05/08/2016"
"13734","27571-Asha Feeds - Unit-II","Red","DHW","11/04/16","CfE-Fresh","Granted","83318","05/08/16","CTE-300712","CTE-300712","30/06/21","1854--05/08/2016"
"13295","28018-Cargill India Pvt.Ltd.,","Red","DVG","07/04/16","CfO-Renewal","Granted","83274","05/08/16","AWH-300711","AWH-300711","30/06/21","1853--05/08/2016"
"16250","11173-Columbia Asia Hospital Pvt Ltd","Orange","B08","23/07/16","CfO-Renewal","Granted","85009","05/08/16","AW-300710","AW-300710","30/09/21","1852--05/08/2016"
"14628","10603-Ms. Rayen Steels Pvt. Ltd.","Red","BLY","16/05/16","CfO-Renewal","Granted","84348","05/08/16","AWH-300709","AWH-300709","30/06/21","1851--05/08/2016"
"16042","29673-Robo Silicon Pvt. Ltd","Orange","RMN","19/07/16","CfO-Renewal","Granted","84909","05/08/16","AW-300708","AW-300708","30/09/21","1850--05/08/2016"
"16986","30532-The Promenade (Mr Naveen)","Green","MNG","04/08/16","CfE-Fresh","Granted","85279","05/08/16","CTE-102849","CTE-102849","04/12/21","1849--05/08/2016"
"17026","30577-Proposed Residential Apartment (Mr. Sudhin Kumar)","Orange","MNG","04/08/16","CfE-Fresh","Granted","85278","05/08/16","CTE-102848","CTE-102848","04/12/21","1848--05/08/2016"
"17016","30507-Proposed Residential Apartment (Mr Giridhar Shetty)","Green","MNG","04/08/16","CfE-Fresh","Granted","85280","05/08/16","CTE-102847","CTE-102847","04/12/21","1847--05/08/2016"
"14810","28622-Unithem Engineers Private Limited","Orange","B02","14/06/16","CfO-Renewal","Granted","84368","05/08/16","AWH-300707","AWH-300707","30/09/21","1846--05/08/2016"
"17092","30640-M.S.Agro Industries","Green","RCH","04/08/16","CfE-Fresh","Granted","85276","04/08/16","CTE-102846","CTE-102846","03/08/18","1845--04/08/2016"
"17091","30639-Vishal Rice Industries","Green","RCH","04/08/16","CfE-Fresh","Granted","85277","04/08/16","CTE-102845","CTE-102845","03/08/18","1844--04/08/2016"
"14487","10640-Shree Renuka Sugars Ltd, Unit X(Earlier Raibag Ssk Niyamit)","Red","BE2","15/05/16","CfO-Renewal","Granted","83847","04/08/16","AWH-300706","AWH-300706","30/06/21","1843--04/08/2016"
"14015","10312-Shree Renuka Sugars Ltd","Red","BE1","22/04/16","CfO-Renewal","Granted","83435","04/08/16","AWH-300705","AWH-300705","30/06/21","1842--04/08/2016"
"13530","10469-Shree Renuka Sugars Ltd.,","Red","GUL","20/03/16","CfO-Renewal","Granted","82959","04/08/16","AWH-300704","AWH-300704","30/06/21","1841--04/08/2016"
"17137","30665-Sri Maruthi Developers","Green","CKB","04/08/16","CfE-Fresh","Granted","85281","04/08/16","CTE-102844","CTE-102844","03/08/18","1839--04/08/2016"
"16516","30196-Sunrol Oil India","Green","B01","03/08/16","CfO-Fresh","Granted","85256","04/08/16","AW-102843","AW-102843","31/12/25","1838--04/08/2016"
"16278","29862-M.V Enterprises","Green","B01","02/08/16","CfO-Fresh","Granted","85240","04/08/16","W-102842","W-102842","31/12/24","1837--04/08/2016"
"12955","27378-Town Muncipal Council","Red","YDG","16/02/16","CfO-Fresh","Rejected","82454","04/08/16","W-W-300438Rejected","W-W-300438Rejected","",""
"12979","27595-Town Muncipal Council","Red","YDG","17/02/16","CfO-Fresh","Rejected","82466","04/08/16","W-W-300438Rejected","W-W-300438Rejected","",""
"12931","27378-Town Muncipal Council","Red","YDG","16/02/16","CfO-Fresh","Rejected","82438","04/08/16","W-W-300438Rejected","W-W-300438Rejected","",""
"14621","28690-Vaastu Ganga Rotomatics (P) Ltd","Green","B09","19/07/16","CfO-Fresh","Granted","84947","04/08/16","W-102841","W-102841","31/12/23","1836--04/08/2016"
"12943","27551-Indian Institute Of Ayurvedic Medicine & Research (Sri Krishnarajendra Charitabl","Orange","BR1","22/03/16","CfE-Fresh","Granted","82993","04/08/16","CTE-300702","CTE-300702","21/03/17","1835--04/08/2016"
"16338","29391-Vayuputra Automobiles Private Limited","Orange","B07","29/07/16","CfO-Fresh","Granted","85187","03/08/16","AWH-300701","AWH-300701","30/09/20","1834--03/08/2016"
